Route,transportation_mode,avg_cost,avg_carbon,on_time_percent,shipment_count
PORT_137 -> PORT_200,Multimodal,9516.69,219.27,100.0,1
PORT_138 -> PORT_003,Multimodal,39288.58,839.42,100.0,1
PORT_138 -> PORT_003,Road,31263.74,2964.58,100.0,1
PORT_138 -> PORT_004,Rail,11143.01,252.32,100.0,1
PORT_138 -> PORT_008,Air,8424.69,2033.72,0.0,1
PORT_138 -> PORT_008,Road,15317.29,4601.59,100.0,1
PORT_138 -> PORT_009,Air,24516.67,2970.18,100.0,3
PORT_138 -> PORT_011,Road,30463.54,748.03,100.0,1
PORT_138 -> PORT_014,Rail,13882.92,746.3,100.0,1
PORT_138 -> PORT_018,Rail,46440.01,4650.98,100.0,1
PORT_138 -> PORT_019,Air,9248.69,4048.2,100.0,1
PORT_138 -> PORT_022,Air,15205.56,3269.86,0.0,1
PORT_138 -> PORT_024,Rail,34707.45,4860.69,100.0,1
PORT_138 -> PORT_025,Rail,25523.82,2368.8,100.0,2
PORT_138 -> PORT_027,Rail,40005.49,3690.15,100.0,1
PORT_138 -> PORT_030,Air,46932.18,4576.4,100.0,1
PORT_138 -> PORT_031,Sea,41198.65,181.17,0.0,1
PORT_138 -> PORT_032,Rail,21417.99,2191.15,100.0,1
PORT_138 -> PORT_034,Multimodal,16930.48,2323.73,100.0,1
PORT_138 -> PORT_035,Road,37716.91,2358.98,100.0,1
PORT_138 -> PORT_037,Road,43532.91,1289.82,0.0,1
PORT_138 -> PORT_038,Road,32475.31,4630.32,100.0,1
PORT_138 -> PORT_040,Rail,684.0,719.34,100.0,1
PORT_138 -> PORT_041,Rail,8902.7,3154.2,100.0,1
PORT_138 -> PORT_042,Air,36883.85,4675.83,100.0,1
PORT_138 -> PORT_045,Air,43630.39,2803.25,100.0,1
PORT_138 -> PORT_045,Road,12691.41,4619.35,100.0,1
PORT_138 -> PORT_047,Multimodal,48763.86,2989.62,100.0,1
PORT_138 -> PORT_049,Sea,15736.47,4325.75,100.0,1
PORT_138 -> PORT_055,Air,17648.92,4067.55,100.0,1
PORT_138 -> PORT_055,Sea,43119.69,1561.92,100.0,1
PORT_138 -> PORT_056,Sea,22955.01,4176.58,100.0,1
PORT_138 -> PORT_057,Road,9824.66,3646.29,100.0,1
PORT_138 -> PORT_059,Road,6156.09,4560.76,100.0,1
PORT_138 -> PORT_060,Sea,45716.98,689.43,100.0,1
PORT_138 -> PORT_061,Air,49130.2,3430.35,100.0,1
PORT_138 -> PORT_061,Road,26097.11,1317.29,50.0,2
PORT_138 -> PORT_066,Rail,18318.38,2910.63,100.0,1
PORT_138 -> PORT_073,Air,28537.2,1649.43,100.0,2
PORT_138 -> PORT_075,Air,38965.77,4518.89,0.0,1
PORT_138 -> PORT_075,Multimodal,38534.6,3668.92,0.0,1
PORT_138 -> PORT_081,Rail,13591.56,2490.89,100.0,1
PORT_138 -> PORT_084,Road,37565.31,857.15,100.0,1
PORT_138 -> PORT_088,Sea,44587.1,619.12,100.0,1
PORT_138 -> PORT_090,Multimodal,4386.67,4752.34,100.0,1
PORT_138 -> PORT_090,Road,610.02,4272.32,100.0,1
PORT_138 -> PORT_091,Air,9603.76,2243.35,100.0,1
PORT_138 -> PORT_091,Sea,28382.16,1950.57,100.0,1
PORT_138 -> PORT_092,Multimodal,41791.35,4076.14,0.0,1
PORT_138 -> PORT_092,Sea,33975.88,1362.77,100.0,1
PORT_138 -> PORT_097,Air,45337.57,78.02,100.0,1
PORT_138 -> PORT_100,Rail,15906.19,4710.23,100.0,1
PORT_138 -> PORT_104,Multimodal,17267.3,1085.52,100.0,1
PORT_138 -> PORT_104,Rail,36045.3,1189.1,100.0,1
PORT_138 -> PORT_105,Air,45218.05,2439.66,100.0,1
PORT_138 -> PORT_105,Road,17693.6,1506.05,100.0,1
PORT_138 -> PORT_106,Sea,48863.11,3965.14,100.0,1
PORT_138 -> PORT_108,Road,42114.28,3678.84,100.0,1
PORT_138 -> PORT_112,Air,5088.32,2422.74,100.0,1
PORT_138 -> PORT_113,Road,13254.39,2039.29,100.0,1
PORT_138 -> PORT_116,Road,9692.9,1552.43,100.0,1
PORT_138 -> PORT_125,Rail,29618.93,2110.1,100.0,1
PORT_138 -> PORT_126,Road,21860.42,1744.59,100.0,1
PORT_138 -> PORT_128,Road,5827.49,3024.05,100.0,1
PORT_138 -> PORT_128,Sea,7555.68,3550.18,100.0,2
PORT_138 -> PORT_132,Road,45527.4,2087.75,100.0,1
PORT_138 -> PORT_135,Multimodal,14767.43,3282.47,100.0,2
PORT_138 -> PORT_136,Multimodal,15847.43,1873.58,0.0,1
PORT_138 -> PORT_137,Sea,28710.58,1770.2,100.0,1
PORT_138 -> PORT_140,Rail,38319.65,561.23,100.0,1
PORT_138 -> PORT_145,Multimodal,13780.53,493.57,100.0,1
PORT_138 -> PORT_154,Multimodal,32219.26,3904.91,100.0,1
PORT_138 -> PORT_155,Air,4861.26,1963.37,100.0,1
PORT_138 -> PORT_156,Rail,13679.03,476.46,100.0,1
PORT_138 -> PORT_159,Air,36958.74,771.71,100.0,1
PORT_138 -> PORT_160,Multimodal,14246.45,2445.68,100.0,1
PORT_138 -> PORT_162,Air,47557.58,3249.64,100.0,1
PORT_138 -> PORT_164,Sea,25893.88,3244.91,100.0,1
PORT_138 -> PORT_168,Rail,38062.2,1546.92,100.0,1
PORT_138 -> PORT_169,Multimodal,32100.96,3787.83,100.0,1
PORT_138 -> PORT_174,Rail,11656.87,4738.29,100.0,1
PORT_138 -> PORT_179,Road,45960.14,4582.19,100.0,1
PORT_138 -> PORT_180,Multimodal,19206.3,125.38,100.0,1
PORT_138 -> PORT_188,Air,37648.95,1851.07,100.0,1
PORT_138 -> PORT_191,Multimodal,34117.38,557.65,100.0,1
PORT_138 -> PORT_191,Sea,31182.11,1373.77,100.0,1
PORT_138 -> PORT_194,Multimodal,18765.6,981.24,100.0,1
PORT_138 -> PORT_194,Sea,11304.56,4562.84,100.0,1
PORT_138 -> PORT_196,Air,22931.41,756.15,100.0,1
PORT_138 -> PORT_197,Rail,23323.54,4665.79,0.0,1
PORT_139 -> PORT_004,Rail,46605.02,3589.31,100.0,1
PORT_139 -> PORT_005,Air,26655.4,2850.17,100.0,1
PORT_139 -> PORT_007,Sea,8497.77,736.06,100.0,1
PORT_139 -> PORT_009,Multimodal,6353.3,2829.28,100.0,1
PORT_139 -> PORT_012,Sea,29894.92,4221.57,100.0,1
PORT_139 -> PORT_017,Sea,18813.78,3261.59,100.0,1
PORT_139 -> PORT_018,Air,21010.77,4861.94,100.0,1
PORT_139 -> PORT_019,Road,48736.17,1665.59,100.0,1
PORT_139 -> PORT_029,Rail,49474.53,1211.79,0.0,1
PORT_139 -> PORT_031,Road,26318.55,2197.84,100.0,1
PORT_139 -> PORT_033,Multimodal,7976.49,3413.65,100.0,1
PORT_139 -> PORT_034,Rail,30575.93,1979.95,100.0,1
PORT_139 -> PORT_034,Road,10756.2,2035.7,100.0,1
PORT_139 -> PORT_036,Rail,45747.33,4409.6,100.0,1
PORT_139 -> PORT_045,Rail,14622.01,450.19,100.0,1
PORT_139 -> PORT_046,Air,11735.67,2793.55,100.0,1
PORT_139 -> PORT_047,Sea,31012.06,1307.35,100.0,1
PORT_139 -> PORT_049,Air,25003.94,4879.45,0.0,1
PORT_139 -> PORT_056,Multimodal,13171.11,2350.27,100.0,1
PORT_139 -> PORT_059,Air,39859.11,1109.37,100.0,1
PORT_139 -> PORT_061,Sea,33792.56,2049.99,100.0,1
PORT_139 -> PORT_062,Sea,32895.93,1294.42,100.0,1
PORT_139 -> PORT_063,Rail,32428.86,2158.21,100.0,1
PORT_139 -> PORT_065,Rail,4825.96,1269.45,100.0,1
PORT_139 -> PORT_066,Air,9027.46,1943.34,100.0,1
PORT_139 -> PORT_067,Air,6715.2,944.4,100.0,1
PORT_139 -> PORT_067,Multimodal,13420.64,2841.77,0.0,1
PORT_139 -> PORT_070,Road,47535.62,1842.55,100.0,1
PORT_139 -> PORT_075,Road,18943.86,4122.62,100.0,2
PORT_139 -> PORT_076,Multimodal,11651.63,1911.27,100.0,1
PORT_139 -> PORT_076,Road,46847.39,2424.11,100.0,1
PORT_139 -> PORT_078,Sea,34736.15,2759.17,100.0,1
PORT_139 -> PORT_079,Multimodal,3603.08,2714.15,0.0,1
PORT_139 -> PORT_080,Air,11612.0,1907.54,100.0,1
PORT_139 -> PORT_081,Road,33344.81,310.48,100.0,1
PORT_139 -> PORT_082,Rail,25949.67,438.05,100.0,1
PORT_139 -> PORT_082,Road,28614.54,4555.29,100.0,1
PORT_139 -> PORT_084,Multimodal,24557.12,2183.45,100.0,1
PORT_139 -> PORT_084,Rail,21607.77,2374.57,100.0,1
PORT_139 -> PORT_085,Road,31212.85,4439.62,100.0,1
PORT_139 -> PORT_087,Air,7253.54,4481.4,100.0,1
PORT_139 -> PORT_091,Air,21366.45,3392.34,100.0,1
PORT_139 -> PORT_097,Sea,26235.75,2990.82,0.0,1
PORT_139 -> PORT_098,Air,40241.57,2190.6,100.0,1
PORT_139 -> PORT_105,Multimodal,41594.74,193.85,100.0,1
PORT_139 -> PORT_109,Multimodal,18456.53,1706.29,100.0,1
PORT_139 -> PORT_109,Rail,42856.32,3670.48,0.0,1
PORT_139 -> PORT_110,Rail,32142.61,4637.98,100.0,1
PORT_139 -> PORT_112,Multimodal,38472.35,3573.18,100.0,1
PORT_139 -> PORT_112,Rail,39992.32,3105.95,100.0,1
PORT_139 -> PORT_112,Road,13703.86,3274.44,100.0,1
PORT_139 -> PORT_116,Multimodal,22791.73,4855.89,100.0,1
PORT_139 -> PORT_119,Air,31290.61,4034.57,0.0,1
PORT_139 -> PORT_119,Road,13872.34,2757.79,100.0,1
PORT_139 -> PORT_119,Sea,13270.38,1744.07,100.0,1
PORT_139 -> PORT_121,Road,19448.67,863.63,100.0,1
PORT_139 -> PORT_123,Rail,30948.81,252.63,0.0,1
PORT_139 -> PORT_123,Road,21271.81,1269.75,100.0,1
PORT_139 -> PORT_124,Road,44941.34,4733.39,100.0,1
PORT_139 -> PORT_127,Air,35044.18,464.29,100.0,1
PORT_139 -> PORT_127,Road,23333.81,4153.68,100.0,1
PORT_139 -> PORT_129,Sea,9868.41,1474.11,100.0,1
PORT_139 -> PORT_130,Sea,22448.77,2682.17,100.0,1
PORT_139 -> PORT_131,Multimodal,33778.49,2511.77,0.0,1
PORT_139 -> PORT_131,Rail,27158.86,690.26,0.0,1
PORT_139 -> PORT_132,Multimodal,20184.4,2041.96,100.0,1
PORT_139 -> PORT_139,Multimodal,31065.37,2253.54,100.0,1
PORT_139 -> PORT_141,Rail,39262.9,3132.59,100.0,1
PORT_139 -> PORT_143,Sea,32210.77,828.2,0.0,1
PORT_139 -> PORT_144,Air,8911.88,1442.03,100.0,1
PORT_139 -> PORT_144,Multimodal,28491.15,2689.87,100.0,1
PORT_139 -> PORT_149,Sea,22941.69,3129.57,100.0,1
PORT_139 -> PORT_152,Air,32902.47,3453.22,100.0,1
PORT_139 -> PORT_152,Rail,13514.72,4674.05,100.0,1
PORT_139 -> PORT_153,Sea,47788.81,1431.22,100.0,1
PORT_139 -> PORT_155,Road,3698.36,514.83,100.0,1
PORT_139 -> PORT_155,Sea,15860.23,3199.05,100.0,1
PORT_139 -> PORT_160,Air,33647.37,2993.51,50.0,2
PORT_139 -> PORT_161,Road,20588.54,3406.27,100.0,1
PORT_139 -> PORT_162,Air,1954.93,4166.88,0.0,1
PORT_139 -> PORT_164,Multimodal,2782.4,3376.95,0.0,1
PORT_139 -> PORT_165,Rail,42983.14,2343.34,100.0,1
PORT_139 -> PORT_165,Sea,23772.45,3084.7,100.0,1
PORT_139 -> PORT_169,Rail,7834.25,977.52,100.0,1
PORT_139 -> PORT_171,Multimodal,26168.37,429.06,0.0,1
PORT_139 -> PORT_176,Road,9943.08,849.92,100.0,1
PORT_139 -> PORT_177,Rail,17874.13,2162.22,100.0,1
PORT_139 -> PORT_180,Multimodal,49839.97,4411.83,100.0,1
PORT_139 -> PORT_180,Road,9829.66,263.72,100.0,1
PORT_139 -> PORT_183,Multimodal,34581.11,360.39,100.0,1
PORT_139 -> PORT_183,Road,2888.41,4319.51,100.0,1
PORT_139 -> PORT_185,Rail,32644.38,1679.35,100.0,1
PORT_139 -> PORT_190,Sea,46829.54,3208.03,100.0,1
PORT_139 -> PORT_191,Multimodal,32827.75,3215.71,0.0,1
PORT_139 -> PORT_191,Sea,34804.37,3084.83,100.0,1
PORT_139 -> PORT_192,Rail,10668.42,247.86,0.0,1
PORT_139 -> PORT_197,Sea,25505.6,1397.12,100.0,1
PORT_139 -> PORT_198,Air,27397.71,976.62,100.0,1
PORT_139 -> PORT_198,Multimodal,32148.2,1465.87,100.0,1
PORT_139 -> PORT_198,Sea,46565.66,2522.49,0.0,1
PORT_140 -> PORT_001,Road,23806.4,2513.09,100.0,1
PORT_140 -> PORT_002,Air,15842.21,1286.62,100.0,1
PORT_140 -> PORT_003,Multimodal,15847.92,2880.06,100.0,1
PORT_140 -> PORT_004,Air,37264.57,867.66,0.0,1
PORT_140 -> PORT_004,Rail,10162.75,4576.1,100.0,1
PORT_140 -> PORT_005,Sea,22548.04,3065.27,100.0,1
PORT_140 -> PORT_006,Road,10168.22,1620.0,100.0,1
PORT_140 -> PORT_011,Sea,12951.76,3380.46,100.0,1
PORT_140 -> PORT_012,Road,19275.43,959.31,100.0,1
PORT_140 -> PORT_015,Multimodal,13384.83,1908.01,0.0,1
PORT_140 -> PORT_018,Air,35021.71,3109.81,100.0,1
PORT_140 -> PORT_020,Multimodal,8185.62,329.09,100.0,1
PORT_140 -> PORT_024,Road,23046.26,3942.47,100.0,1
PORT_140 -> PORT_028,Rail,12228.37,2770.97,100.0,1
PORT_140 -> PORT_029,Air,9708.28,3031.0,100.0,1
PORT_140 -> PORT_030,Rail,39397.54,962.68,100.0,2
PORT_140 -> PORT_030,Road,4812.45,2057.31,0.0,1
PORT_140 -> PORT_033,Road,18153.1,656.63,100.0,1
PORT_140 -> PORT_035,Sea,44958.56,956.8,100.0,1
PORT_140 -> PORT_037,Multimodal,26134.22,2745.05,100.0,2
PORT_140 -> PORT_039,Rail,38136.37,4270.33,100.0,1
PORT_140 -> PORT_039,Road,27189.52,1864.36,100.0,1
PORT_140 -> PORT_041,Air,28423.77,1842.49,100.0,1
PORT_140 -> PORT_043,Road,12026.96,195.61,0.0,1
PORT_140 -> PORT_045,Road,6022.49,2152.86,100.0,1
PORT_140 -> PORT_046,Road,31861.53,1478.31,100.0,1
PORT_140 -> PORT_048,Rail,16475.73,1458.75,100.0,2
PORT_140 -> PORT_050,Air,37915.11,325.2,100.0,1
PORT_140 -> PORT_051,Rail,17511.44,504.72,100.0,1
PORT_140 -> PORT_055,Road,36211.95,827.3,100.0,1
PORT_140 -> PORT_056,Air,39634.33,3429.47,100.0,2
PORT_140 -> PORT_060,Air,43877.89,2838.15,100.0,1
PORT_140 -> PORT_061,Multimodal,26470.45,2640.59,100.0,1
PORT_140 -> PORT_062,Road,42635.89,1256.44,100.0,1
PORT_140 -> PORT_062,Sea,43244.19,1230.2,100.0,1
PORT_140 -> PORT_064,Road,8989.17,63.28,100.0,1
PORT_140 -> PORT_065,Multimodal,37903.47,3589.06,100.0,1
PORT_140 -> PORT_069,Sea,45014.1,4415.11,100.0,1
PORT_140 -> PORT_070,Sea,40443.93,538.77,100.0,1
PORT_140 -> PORT_071,Air,8927.43,4464.92,0.0,1
PORT_140 -> PORT_071,Sea,34158.06,2420.42,100.0,1
PORT_140 -> PORT_072,Air,787.43,2427.16,100.0,1
PORT_140 -> PORT_077,Sea,15899.06,2147.18,0.0,1
PORT_140 -> PORT_081,Rail,7559.16,4883.5,100.0,1
PORT_140 -> PORT_082,Air,4740.13,1140.94,100.0,1
PORT_140 -> PORT_085,Road,47440.59,1273.79,100.0,1
PORT_140 -> PORT_087,Air,28669.56,729.59,100.0,1
PORT_140 -> PORT_088,Road,16551.26,2049.53,100.0,2
PORT_140 -> PORT_092,Air,4967.63,3751.34,0.0,1
PORT_140 -> PORT_093,Multimodal,45874.67,3330.11,0.0,1
PORT_140 -> PORT_093,Road,37869.05,3987.1,100.0,1
PORT_140 -> PORT_100,Multimodal,41279.09,206.27,100.0,1
PORT_140 -> PORT_101,Air,5273.37,266.34,100.0,1
PORT_140 -> PORT_102,Rail,12157.25,4174.29,100.0,1
PORT_140 -> PORT_104,Multimodal,46785.95,3111.87,100.0,2
PORT_140 -> PORT_104,Road,49944.79,3542.11,100.0,1
PORT_140 -> PORT_105,Sea,38028.6,2064.95,100.0,1
PORT_140 -> PORT_109,Air,39138.01,3575.18,100.0,1
PORT_140 -> PORT_111,Sea,32647.21,3229.62,100.0,1
PORT_140 -> PORT_116,Air,36577.24,3660.92,100.0,1
PORT_140 -> PORT_120,Air,40881.06,3240.06,100.0,1
PORT_140 -> PORT_121,Road,17102.74,1463.6,100.0,1
PORT_140 -> PORT_123,Rail,39608.11,4876.73,100.0,1
PORT_140 -> PORT_128,Rail,37486.21,3451.99,100.0,1
PORT_140 -> PORT_133,Road,2393.09,1658.4,100.0,1
PORT_140 -> PORT_136,Sea,19143.66,3559.85,100.0,1
PORT_140 -> PORT_138,Multimodal,9617.6,4911.39,100.0,1
PORT_140 -> PORT_139,Air,40824.45,2877.95,100.0,1
PORT_140 -> PORT_144,Sea,25478.54,962.84,0.0,1
PORT_140 -> PORT_146,Multimodal,21379.6,1823.29,100.0,1
PORT_140 -> PORT_149,Air,47208.01,329.33,100.0,1
PORT_140 -> PORT_149,Multimodal,39779.72,327.71,100.0,1
PORT_140 -> PORT_150,Road,49846.53,2808.11,100.0,1
PORT_140 -> PORT_152,Multimodal,31228.14,2677.87,100.0,1
PORT_140 -> PORT_154,Multimodal,5030.98,2853.99,100.0,1
PORT_140 -> PORT_156,Road,36507.49,449.82,100.0,1
PORT_140 -> PORT_159,Rail,3129.31,3414.96,100.0,1
PORT_140 -> PORT_159,Road,17038.77,2307.97,100.0,1
PORT_140 -> PORT_165,Air,5770.7,1176.64,100.0,1
PORT_140 -> PORT_165,Multimodal,29230.64,315.79,100.0,1
PORT_140 -> PORT_168,Air,47555.72,1284.22,100.0,1
PORT_140 -> PORT_169,Multimodal,31769.4,599.26,100.0,1
PORT_140 -> PORT_172,Road,37870.46,4493.65,0.0,1
PORT_140 -> PORT_174,Sea,15466.14,1917.36,100.0,1
PORT_140 -> PORT_176,Rail,16715.51,481.91,100.0,1
PORT_140 -> PORT_176,Sea,35278.93,2945.64,100.0,1
PORT_140 -> PORT_178,Multimodal,12608.37,2224.43,100.0,1
PORT_140 -> PORT_180,Road,4247.69,1103.49,100.0,1
PORT_140 -> PORT_180,Sea,40902.8,1400.0,100.0,1
PORT_140 -> PORT_186,Multimodal,32744.82,2220.87,100.0,1
PORT_140 -> PORT_189,Sea,32422.48,1937.96,100.0,1
PORT_140 -> PORT_190,Sea,16400.68,744.68,100.0,1
PORT_140 -> PORT_191,Air,9771.33,4741.2,100.0,1
PORT_140 -> PORT_191,Sea,20660.36,2696.86,100.0,1
PORT_140 -> PORT_194,Sea,7855.98,3388.85,0.0,1
PORT_140 -> PORT_195,Air,6304.99,321.4,0.0,1
PORT_140 -> PORT_196,Sea,37481.06,4384.54,100.0,1
PORT_140 -> PORT_198,Air,30089.11,4514.36,100.0,1
PORT_140 -> PORT_199,Multimodal,37823.68,1491.21,100.0,1
PORT_140 -> PORT_200,Multimodal,38866.02,2384.71,100.0,1
PORT_140 -> PORT_200,Rail,10418.9,3146.59,0.0,1
PORT_141 -> PORT_002,Sea,12442.51,3631.07,100.0,1
PORT_141 -> PORT_004,Air,40451.61,1615.45,100.0,1
PORT_141 -> PORT_004,Road,14550.92,4238.12,100.0,1
PORT_141 -> PORT_013,Multimodal,3333.38,512.46,100.0,1
PORT_141 -> PORT_019,Rail,36291.01,2257.63,100.0,1
PORT_141 -> PORT_021,Air,33686.62,2602.57,100.0,2
PORT_141 -> PORT_024,Air,25801.22,1410.48,100.0,1
PORT_141 -> PORT_025,Sea,44745.44,2112.43,50.0,2
PORT_141 -> PORT_026,Road,25438.55,3524.48,100.0,1
PORT_141 -> PORT_027,Road,14108.66,3781.21,0.0,1
PORT_141 -> PORT_028,Multimodal,42980.37,3815.74,50.0,2
PORT_141 -> PORT_028,Road,48391.37,756.05,100.0,1
PORT_141 -> PORT_029,Air,24778.34,4131.94,100.0,1
PORT_141 -> PORT_030,Rail,28882.95,1338.24,0.0,1
PORT_141 -> PORT_033,Road,11498.52,1104.23,100.0,1
PORT_141 -> PORT_034,Road,16278.77,3108.25,100.0,1
PORT_141 -> PORT_040,Road,44299.1,4983.47,100.0,1
PORT_141 -> PORT_040,Sea,41248.31,1443.03,100.0,1
PORT_141 -> PORT_042,Multimodal,24711.58,3459.65,100.0,1
PORT_141 -> PORT_045,Multimodal,49643.56,2972.35,100.0,1
PORT_141 -> PORT_046,Road,28404.64,1652.07,100.0,1
PORT_141 -> PORT_047,Road,31484.27,721.4,100.0,1
PORT_141 -> PORT_050,Rail,13428.68,4426.51,0.0,1
PORT_141 -> PORT_052,Road,39975.7,1841.36,100.0,1
PORT_141 -> PORT_053,Multimodal,9110.01,2254.94,100.0,1
PORT_141 -> PORT_053,Road,39216.05,3906.46,100.0,1
PORT_141 -> PORT_055,Rail,19639.87,2434.91,100.0,1
PORT_141 -> PORT_055,Sea,23681.47,3426.87,100.0,1
PORT_141 -> PORT_057,Multimodal,32401.5,3367.21,100.0,1
PORT_141 -> PORT_060,Air,17888.92,839.9,100.0,1
PORT_141 -> PORT_061,Multimodal,26885.92,1500.72,100.0,1
PORT_141 -> PORT_064,Multimodal,39051.49,1606.2,100.0,1
PORT_141 -> PORT_066,Multimodal,44308.97,942.01,100.0,1
PORT_141 -> PORT_068,Road,7390.18,4051.52,0.0,1
PORT_141 -> PORT_069,Sea,41789.09,623.04,100.0,1
PORT_141 -> PORT_070,Rail,37313.4,1335.74,0.0,1
PORT_141 -> PORT_072,Road,36344.34,2139.19,100.0,1
PORT_141 -> PORT_074,Multimodal,49929.71,765.48,100.0,1
PORT_141 -> PORT_074,Rail,44460.02,2735.74,100.0,1
PORT_141 -> PORT_079,Multimodal,8181.29,3590.36,0.0,1
PORT_141 -> PORT_087,Road,8139.13,949.8,100.0,1
PORT_141 -> PORT_091,Road,1744.73,4323.81,100.0,1
PORT_141 -> PORT_091,Sea,48588.62,1577.25,100.0,1
PORT_141 -> PORT_092,Rail,32547.17,3584.24,100.0,1
PORT_141 -> PORT_093,Sea,30735.98,4284.78,100.0,1
PORT_141 -> PORT_095,Air,35270.42,638.64,100.0,1
PORT_141 -> PORT_095,Rail,1124.71,3991.9,100.0,1
PORT_141 -> PORT_098,Road,32343.61,2276.63,100.0,1
PORT_141 -> PORT_104,Sea,17954.12,306.97,100.0,1
PORT_141 -> PORT_107,Air,30031.12,4969.31,100.0,1
PORT_141 -> PORT_107,Road,22486.07,4678.47,0.0,1
PORT_141 -> PORT_108,Air,39812.12,510.3,100.0,1
PORT_141 -> PORT_108,Rail,23847.04,4484.45,100.0,1
PORT_141 -> PORT_109,Air,10890.28,3539.52,100.0,1
PORT_141 -> PORT_118,Air,6328.23,3482.54,100.0,1
PORT_141 -> PORT_123,Sea,3739.63,240.31,100.0,1
PORT_141 -> PORT_124,Road,36739.83,2196.01,100.0,1
PORT_141 -> PORT_127,Rail,19651.22,4080.77,100.0,1
PORT_141 -> PORT_131,Road,31260.33,1281.28,100.0,1
PORT_141 -> PORT_132,Sea,3912.28,3960.28,100.0,1
PORT_141 -> PORT_133,Rail,40771.64,1041.0,0.0,1
PORT_141 -> PORT_135,Sea,46459.84,2609.33,100.0,1
PORT_141 -> PORT_136,Air,36881.77,3433.54,100.0,1
PORT_141 -> PORT_138,Air,21518.33,63.05,100.0,1
PORT_141 -> PORT_141,Rail,24960.23,1065.98,100.0,1
PORT_141 -> PORT_143,Air,9929.49,1199.92,50.0,2
PORT_141 -> PORT_144,Air,48270.01,791.16,100.0,1
PORT_141 -> PORT_148,Rail,36677.65,2921.71,100.0,1
PORT_141 -> PORT_150,Road,32372.85,2852.99,100.0,2
PORT_141 -> PORT_151,Road,24312.44,3953.88,100.0,1
PORT_141 -> PORT_152,Road,49860.42,592.53,100.0,1
PORT_141 -> PORT_153,Air,21224.8,357.59,100.0,1
PORT_141 -> PORT_153,Sea,11700.83,1730.71,100.0,1
PORT_141 -> PORT_155,Rail,33584.31,4321.52,100.0,1
PORT_141 -> PORT_157,Multimodal,40269.96,4276.23,100.0,1
PORT_141 -> PORT_158,Air,24353.87,584.8,100.0,1
PORT_141 -> PORT_158,Sea,32628.96,1420.99,0.0,1
PORT_141 -> PORT_160,Air,44529.11,2717.17,100.0,1
PORT_141 -> PORT_160,Multimodal,33695.7,2068.98,100.0,1
PORT_141 -> PORT_160,Rail,18904.98,2387.1,100.0,1
PORT_141 -> PORT_161,Rail,36098.6,3070.84,100.0,1
PORT_141 -> PORT_169,Multimodal,5633.2,1638.94,100.0,1
PORT_141 -> PORT_169,Road,27444.5,3512.41,100.0,1
PORT_141 -> PORT_171,Air,23396.14,3733.63,100.0,1
PORT_141 -> PORT_172,Road,39576.36,4438.79,100.0,1
PORT_141 -> PORT_173,Sea,8569.51,4398.11,100.0,1
PORT_141 -> PORT_175,Multimodal,41830.48,2894.88,100.0,1
PORT_141 -> PORT_175,Sea,49462.79,4985.46,100.0,1
PORT_141 -> PORT_178,Air,9767.9,697.67,100.0,1
PORT_141 -> PORT_182,Road,12352.51,4421.65,100.0,1
PORT_141 -> PORT_185,Sea,6400.38,2993.8,100.0,1
PORT_141 -> PORT_186,Road,5617.61,2673.36,100.0,1
PORT_141 -> PORT_188,Rail,14526.63,1213.15,100.0,1
PORT_141 -> PORT_191,Rail,9064.55,1021.19,100.0,1
PORT_141 -> PORT_197,Air,29979.46,4807.32,100.0,1
PORT_141 -> PORT_200,Road,40826.33,2627.59,0.0,1
PORT_142 -> PORT_002,Multimodal,22511.29,266.92,100.0,1
PORT_142 -> PORT_008,Air,25956.48,1920.07,100.0,1
PORT_142 -> PORT_008,Rail,4693.78,3250.9,100.0,1
PORT_142 -> PORT_013,Air,38256.64,2972.91,100.0,1
PORT_142 -> PORT_013,Sea,12786.84,4708.81,100.0,1
PORT_142 -> PORT_015,Rail,48595.75,4298.57,100.0,1
PORT_142 -> PORT_017,Road,45498.55,3997.49,100.0,1
PORT_142 -> PORT_018,Sea,14588.33,3733.65,100.0,1
PORT_142 -> PORT_023,Multimodal,2196.08,730.06,100.0,1
PORT_142 -> PORT_023,Rail,6457.8,4191.63,100.0,1
PORT_142 -> PORT_026,Rail,45283.36,239.67,0.0,1
PORT_142 -> PORT_026,Road,3245.48,3905.17,0.0,1
PORT_142 -> PORT_027,Multimodal,26671.36,2169.31,100.0,2
PORT_142 -> PORT_027,Sea,20012.12,3181.32,100.0,1
PORT_142 -> PORT_029,Air,11688.37,463.29,0.0,1
PORT_142 -> PORT_029,Sea,6763.06,2241.49,100.0,1
PORT_142 -> PORT_031,Multimodal,1517.2,1549.04,100.0,1
PORT_142 -> PORT_031,Sea,9888.2,2196.47,100.0,1
PORT_142 -> PORT_035,Multimodal,42233.6,1152.87,100.0,1
PORT_142 -> PORT_036,Rail,682.34,1325.82,100.0,1
PORT_142 -> PORT_036,Road,10730.5,599.91,0.0,1
PORT_142 -> PORT_041,Road,9845.61,4417.93,0.0,1
PORT_142 -> PORT_044,Road,26269.77,1713.16,0.0,1
PORT_142 -> PORT_045,Rail,44217.15,762.52,100.0,1
PORT_142 -> PORT_045,Road,9323.67,721.06,0.0,1
PORT_142 -> PORT_047,Rail,12617.33,514.37,100.0,1
PORT_142 -> PORT_049,Sea,46346.28,1667.41,100.0,1
