supplier_id,supplier_name,region,country,supplier_type,risk_level,financial_health_score,delivery_performance,quality_rating,contract_value_usd,sustainability_score,lead_time_days,capacity_utilization,years_in_partnership,compliance_violations,political_risk_index,financial_health_normalized,delivery_performance_normalized,political_risk_normalized,compliance_violations_normalized,supplier_risk_score
SUP_01477,Innovative Manufacturing,Middle East,South Korea,Component,Medium,65.83923767967748,85.88089453449977,4.735410919533376,2558145.4168057577,88.52675553819661,70.56429103932068,64.20753139515887,1,2,6.4164449709122025,0.5304428653928769,0.546264069523767,0.6417950281691822,0.25,0.5294153726481173
SUP_01478,Elite Enterprises,Asia-Pacific,Australia,Manufacturer,Low,65.0506064603499,87.41090131471994,3.0042818386909502,30454003.58843943,26.05157445258797,7.945830975598257,72.9135111092524,5,1,8.332134181708033,0.5448029069600558,0.4824284832063954,0.8334462690916359,0.125,0.5418389615642681
SUP_01479,Premier Corp,Europe,India,Distributor,Medium,72.01796415481081,93.3266515107398,3.760482332826781,7675016.35103032,57.02645257590462,73.30059264688342,66.7577636580634,11,2,7.006642057232902,0.4179355656047755,0.2356090657030987,0.7008400983949464,0.25,0.40302496563182916
SUP_01480,Innovative Enterprises,North America,South Africa,Component,Low,59.622376969208815,85.73597823998851,4.637085159811006,41537637.08946684,99.14049908920472,119.54139707691483,97.66779326006638,20,1,0.8737691590679075,0.6436445444943092,0.5523103281068411,0.0872892704583401,0.125,0.45310877032144403
SUP_01481,Global Partners,Europe,UAE,Manufacturer,Medium,49.03487472007605,93.95675090485292,3.732506011996948,17804700.705844898,81.56801210357858,49.51291929111682,72.80019543045393,11,2,7.620435078849881,0.8364304356232207,0.20931979379827492,0.7622457761006572,0.25,0.5748172676089023
SUP_01482,Elite Manufacturing,Europe,USA,Raw Material,Low,67.70456890244759,89.84031136909098,4.203097012759413,14113615.443273377,96.96603024297784,80.59782867440252,73.35814093157559,16,3,1.7935968955032966,0.49647739048005934,0.381067615247511,0.1793115703853203,0.375,0.38627355484334114
SUP_01483,Alpha Enterprises,Middle East,Norway,Raw Material,Low,85.66115863901692,77.71439374617174,4.2126338947490645,42052404.38673867,82.37074849067832,14.925149199389466,93.59432013598342,10,0,2.366093425909728,0.16950913370501663,0.8869902497758466,0.23658582440203066,0.0,0.38121789329516675
SUP_01484,Innovative Solutions,North America,China,Distributor,Low,76.52067254371812,78.75195452142813,3.7300506080776463,2554693.95243692,89.99055739537154,107.9162385149425,85.91023045144017,15,1,3.946506269986648,0.3359465724671141,0.8437007027720957,0.39469502135851287,0.125,0.47892784409017697
SUP_01485,Elite Group,North America,Spain,Component,Medium,58.61023262588687,85.4888094107945,4.808947854562575,19860609.526750524,76.52237058425527,137.3516116755689,88.40686429612006,7,0,3.145670663263369,0.6620744956373553,0.5626228099434951,0.31457704766086797,0.0,0.49653205077016427
SUP_01486,Strategic Industries,North America,Japan,Component,Low,91.45376625173716,84.52534543413695,4.006456690772235,18531676.851722814,80.84016035337919,77.3296982451943,85.44007215955843,15,4,3.2165173830291205,0.06403260162967628,0.6028208591552451,0.3216647640200111,0.5,0.3207922512024462
SUP_01487,Alpha Industries,North America,Mexico,Component,Medium,90.17141641870502,92.84506247129508,3.9295684118750014,14275778.693765065,61.85424078716005,78.5407107402555,97.84785135794262,16,3,1.6925952420404575,0.08738267509203268,0.255702126135517,0.1692070648568211,0.375,0.18300512084883241
SUP_01488,Prime Corp,North America,Singapore,Distributor,Medium,51.51416196612543,88.93769135513645,4.995027491323792,45592128.88347378,93.93901606513064,20.449437252360376,68.28003326232181,6,1,2.938710471095444,0.7912855478255982,0.4187271070598877,0.293872135075358,0.125,0.5134067782632772
SUP_01489,Dynamic Technologies,Middle East,Sweden,Component,Medium,42.16796718161997,84.31519394405399,3.987000728145233,37558873.256160274,86.00311284986893,40.33965128959695,99.56156967023182,11,2,0.1966258997588177,0.96146869846841,0.6115888880021401,0.019545846735162405,0.25,0.5969733151350385
SUP_01490,Elite Manufacturing,Asia-Pacific,Thailand,Raw Material,Medium,80.77197895929191,79.09824680280926,3.3567965038571623,3242962.0513873417,87.51079725325057,32.06817804738472,93.23824710226052,17,1,4.72910946688326,0.2585353118597705,0.8292525505776567,0.47298897060135814,0.125,0.4592876840374769
SUP_01491,Advanced Systems,Europe,South Korea,Manufacturer,High,85.51856437420344,80.44409045581189,4.0261388457268765,35748638.099275954,73.84072807704419,89.29535951576914,83.55890355505369,15,2,7.685909587698068,0.17210560658077834,0.7731006957024946,0.7687960405166323,0.25,0.4795316594463862
SUP_01492,Superior Supply Co,North America,Mexico,Raw Material,Low,93.23255112732454,88.81202444325741,4.62803347103986,26388591.69978326,44.36639576697992,97.61971966638129,86.49486497584996,16,6,8.622473692248397,0.031643033316259284,0.42397023480559426,0.8624926964402361,0.75,0.3873468230562292
SUP_01493,Dynamic Partners,Asia-Pacific,UAE,Raw Material,Medium,88.94100167485709,85.16253131759501,4.553720653796563,45048351.32535888,22.850383631211145,171.0645229747455,85.95303506002456,24,6,8.204285589594384,0.10978707201863591,0.5762359217618012,0.8206559160475789,0.75,0.45591678854551054
SUP_01494,Innovative Partners,Asia-Pacific,UK,Manufacturer,Low,73.02941225135282,87.35826021265613,4.577163530216942,15681633.586550506,94.85241035276356,17.815513248515934,62.33584896236616,2,2,4.164577189951132,0.39951829229194435,0.484624797404527,0.41651148416718115,0.25,0.41349705297157213
SUP_01495,Innovative Partners,Europe,Argentina,Raw Material,Low,69.15287865668094,79.0962584472536,4.416047567995824,28729391.880498663,66.88962790443975,109.97689530213324,68.72065994127755,4,2,7.304264811638562,0.47010538318027895,0.8293355095843378,0.7306151631012446,0.25,0.6079658387676619
SUP_01496,Advanced Technologies,Middle East,South Korea,Distributor,Medium,41.531257819442246,90.9097500562696,3.5084356581333767,25062725.97331225,43.85143769185122,97.13724228244224,98.45883538098995,19,3,2.8789077409521244,0.9730624227377586,0.336448044596521,0.2878892922541279,0.375,0.5852372409248853
SUP_01497,Dynamic Manufacturing,Latin America,India,Manufacturer,Medium,53.56610457646278,95.4609297805432,4.724168171680462,24503567.266068906,31.930808627803025,95.3407921387701,81.37457715437517,6,2,0.5556247271761794,0.7539221003031503,0.14656181017543313,0.05546115615827109,0.25,0.3816296144055443
SUP_01498,Alpha Corp,Latin America,Italy,Raw Material,High,65.27881134531096,81.19054816288562,4.78688693075253,22832464.70588477,86.36185324006037,157.80287529199464,75.13414413047649,18,0,6.759715253912666,0.5406475659672555,0.741956673330701,0.6761368072730644,0.0,0.5740733898407254
SUP_01499,Strategic Partners,Asia-Pacific,Saudi Arabia,Service Provider,Medium,74.56771450459624,86.79634141996384,3.388305393237098,10321192.30283745,86.92161555580631,40.969232371710135,90.481538535563,21,2,6.48796164736406,0.37150762804472437,0.5080694095840239,0.6489497689859111,0.25,0.4558138278902792
SUP_01500,Alpha Industries,Africa,China,Raw Material,Critical,70.64885083251258,98.41265589650163,3.260911273102788,37797710.62849502,85.16063745044252,12.135323009740006,80.98075770623238,11,2,8.016293954628756,0.44286549956699484,0.02340865183884633,0.8018486742877132,0.25,0.36953853023599453
SUP_01501,Premier Technologies,Africa,UK,Distributor,Low,80.84497943249298,82.99780177321746,4.951209937178224,22594234.83532747,71.6066153573429,122.64751383598367,60.5265108572759,9,2,6.161062067028799,0.25720605960104714,0.6665536781733077,0.6162457636205234,0.25,0.4510976800165159
SUP_01502,Advanced Group,Europe,Thailand,Component,Low,55.387181198787246,89.28111227817027,4.736647927300735,47927887.93638016,49.28123100735007,65.40255622379652,89.44950386860472,3,4,1.568916249739164,0.7207624493120387,0.40439875488594357,0.15683385096753136,0.5,0.49099137638410484
SUP_01503,Strategic Industries,Latin America,Sweden,Raw Material,Low,71.07239342088603,77.16469680480587,4.786472294419894,13077380.938279176,44.32562278242056,8.078235337191803,89.28870240211445,2,4,8.531623920501982,0.43515329007610115,0.9099249367344933,0.8534038153239256,0.5,0.6677195601155737
SUP_01504,Premier Technologies,Asia-Pacific,Italy,Component,Low,44.847823386493566,89.54436005950663,4.772752769248791,34153054.7893707,20.684381609453617,48.990451275822416,66.60594848439898,18,2,6.272527880187008,0.9126716872001274,0.39341542024612197,0.6273971347781271,0.25,0.633572727909513
SUP_01505,Premier Supply Co,Middle East,Argentina,Service Provider,Medium,62.75160379707639,77.15116255931083,4.0833736480674565,47038818.12797347,86.68860469505923,59.13218548794208,98.26640353696854,15,0,8.07609699035004,0.5866650257788008,0.9104896182167641,0.8078315476798709,0.0,0.6693792053125237
SUP_01506,Innovative Enterprises,Latin America,Thailand,Raw Material,Medium,81.25884581250305,98.02165044777172,4.292803473331599,33189743.234653823,26.9946157994914,112.94671593724236,68.95632526164457,22,2,7.741071203760407,0.2496700424176671,0.039722345605202936,0.7743145724946056,0.25,0.2916476351475489
SUP_01507,Alpha Corp,Asia-Pacific,Italy,Manufacturer,Low,78.13704693859742,92.17590364973547,4.090725704267284,43570081.73548886,70.46039984326141,35.20251395862262,78.30997469528796,18,0,2.978644872250884,0.30651430687866654,0.2836210518984159,0.29786729122793437,0.0,0.2672654965665783
SUP_01508,Alpha Enterprises,Asia-Pacific,Spain,Component,High,94.48535054446984,93.91583491525697,3.1024126983806584,41382673.93986245,60.32599574720707,77.28451089184465,64.58943845043659,19,3,0.7455297485205237,0.0088310379695834,0.21102690792311396,0.07445981877689538,0.375,0.11923245132014662
SUP_01509,Innovative Corp,North America,Thailand,Service Provider,High,55.28401192932658,91.89850465851929,4.491006170705545,18037879.88867574,62.13514871410809,89.4332027731207,84.13129277802354,15,2,1.765044090895849,0.7226410396614974,0.2951948092680303,0.17645506297065444,0.25,0.43790587123913893
SUP_01510,Superior Supply Co,Middle East,Spain,Manufacturer,Low,67.40041145456885,89.15349686583518,4.010664066671761,30026190.79997785,94.13702762462188,85.3665434887159,75.0180448022885,17,1,0.9286233431325076,0.5020157377930529,0.4097231787871052,0.09277704602575688,0.125,0.35477865795850405
SUP_01511,Premier Supply Co,North America,China,Manufacturer,Low,58.12417275756982,85.79790674605212,4.29541814958046,7855253.923577212,22.52920090169937,175.4396341666868,74.12693848838822,18,2,2.434124320801364,0.6709250708391862,0.5497265209332802,0.24339183727383182,0.25,0.506966352070425
SUP_01512,Premier Manufacturing,Europe,Italy,Manufacturer,Low,64.23317127325461,95.6009611142655,4.005279609951071,26799517.8406452,81.87137797030178,12.963241613301818,93.0790750888379,18,3,4.59532273025993,0.5596874347057007,0.14071936398073026,0.459604547935964,0.375,0.3955116926636921
SUP_01513,Strategic Corp,North America,Spain,Manufacturer,Low,87.13225714281634,97.96405602103351,3.983622644644912,11559577.492126144,24.16419186938457,171.41943262916988,60.38246851401913,11,3,9.068106049812828,0.14272217023432543,0.04212532449848405,0.9070750816419264,0.375,0.2886414817716607
SUP_01514,Premier Technologies,North America,Italy,Raw Material,Low,77.63149913536677,86.97686814969795,3.3435782189555336,37199653.90687466,23.052288474830178,106.83901244895584,91.9178708356969,18,3,8.720187559206346,0.3157197343213921,0.5005373974468776,0.872268282037465,0.375,0.48840276937011307
SUP_01515,Superior Partners,Latin America,Spain,Raw Material,Medium,88.53426552411699,97.35684117972627,3.557427430282298,26426518.173511624,54.38541585131056,144.2523501197217,82.85794262992314,23,1,7.18599815095728,0.11719325616194476,0.06745979746721131,0.7187834149494104,0.125,0.2233719246948234
SUP_01516,Global Technologies,Africa,Poland,Raw Material,Low,51.19311095825376,88.99998983972442,3.317705383887912,20590806.76345144,25.046013947437334,80.3187081528132,99.44394053920796,3,2,0.2411235954782598,0.7971315068812805,0.4161278634867416,0.023997528435284337,0.25,0.47349046748559165
SUP_01517,Global Manufacturing,Asia-Pacific,India,Service Provider,Medium,88.03486148127908,87.9212204855144,3.391332591250685,13476414.953540528,83.13151610343297,84.42162921997158,83.57772882416995,13,1,3.413892013205535,0.12628681299587818,0.46113673215155915,0.3414107085013739,0.125,0.2696378865440938
SUP_01518,Premier Group,Middle East,France,Service Provider,Critical,43.28692507981114,85.90758559092856,4.94595476084061,49934989.16797228,62.365047491866974,158.88213732776913,62.21516536591832,14,2,6.823484264845198,0.9410937988497404,0.545150454042719,0.6825164486098447,0.25,0.7014859454746808
SUP_01519,Innovative Supply Co,North America,Vietnam,Service Provider,Medium,88.87296042404338,80.02290627672288,3.306226891544397,3631940.5182023873,22.323102612781955,161.78853685108288,62.025813057749055,4,2,1.2902889683906835,0.11102602270435791,0.790673519148335,0.1289591498289775,0.25,0.33240429479203915
SUP_01520,Prime Manufacturing,Middle East,Germany,Distributor,High,58.09905787034003,75.08927185963341,3.538540848610415,2225855.99459238,23.24005491855356,46.77055425047708,95.32611945487328,18,1,8.010878500159087,0.6713823832251736,0.9965166891015769,0.8013068961310988,0.125,0.7402693392467622
SUP_01521,Innovative Manufacturing,Africa,Germany,Service Provider,Low,57.30231983777365,80.79614944454548,4.18117931547717,10902007.154668534,69.01348237915835,39.86732875230818,93.64856582044212,5,4,9.145736799875936,0.6858900402712146,0.7584119425187499,0.9148414925500687,0.5,0.7348478973741246
SUP_01522,Innovative Manufacturing,Africa,Mexico,Raw Material,Medium,68.16487171842651,87.23335611848556,4.220357152473284,48555069.3084596,84.4889454126724,91.84115542724145,73.83560302328092,14,1,3.5410444663782545,0.48809582073116864,0.489836098549004,0.35413141773727463,0.125,0.42551544140462355
SUP_01523,Superior Corp,North America,Sweden,Raw Material,Medium,91.73796032477776,84.11903885423406,3.307948259487658,48962946.50758322,55.023962501981885,162.54847974734605,84.72129936724549,12,2,7.058430618638334,0.05885776375616614,0.6197729531511782,0.706021179962356,0.25,0.37567922744029114
SUP_01524,Advanced Partners,Europe,Sweden,Distributor,Low,42.62797505747729,85.76364547206322,4.587434851570425,32763640.35186819,64.36645372284995,61.41214134608085,79.58365428222402,7,0,1.4820413266871335,0.9530924992302247,0.5511559842149705,0.14814262552546315,0.0,0.5762123200616737
SUP_01525,Global Group,North America,Argentina,Distributor,Low,59.37270362889099,98.5355572695372,4.57040573582565,44011328.02695992,83.98635632399213,119.10255768434796,98.68656220544209,12,0,6.90816449113027,0.6481908006623537,0.018280909067793782,0.6909881100660296,0.0,0.4029582149984855
SUP_01526,Strategic Solutions,Latin America,Poland,Service Provider,Medium,87.11145937758346,83.40653689606387,3.4746354084077824,10737388.45549773,68.84049392334553,128.9265453546052,97.99843603507566,8,2,0.2145541228704328,0.14310087293582796,0.6495002594873793,0.021339439447128586,0.25,0.2813583149099707
SUP_01527,Strategic Group,Asia-Pacific,USA,Component,Medium,61.78299625895068,85.85239054464259,3.5773326053509207,48603502.60412235,37.98081901270556,141.26806635647728,99.35356034163098,21,0,1.5077150681110096,0.6043022232024936,0.5474533249757307,0.1507111029044029,0.0,0.4360991073545972
SUP_01528,Prime Systems,Europe,Vietnam,Distributor,Medium,50.95362936783869,78.20437323246767,4.875975730918994,7182103.264471254,69.0441620695583,103.68678013616857,94.65795122537055,21,4,7.098814466086701,0.8014921833402556,0.8665471195913614,0.7100613000575604,0.5,0.7725732692250229
SUP_01529,Premier Manufacturing,North America,UAE,Manufacturer,Medium,63.36367997322765,76.1509855784877,4.651342891958956,5101203.149673831,70.26235672521707,75.42965619881969,96.38206363100406,3,2,7.118502228763061,0.5755198426863709,0.9522194228276923,0.7120309223358755,0.25,0.6832799483900313
SUP_01530,Alpha Manufacturing,Middle East,Canada,Raw Material,Medium,61.20538758204181,93.60982835021989,4.395594066125048,5654966.3854012815,78.72855847049013,174.22779803982024,68.69115115068546,22,0,6.411627058451771,0.6148197939081611,0.22379424251838698,0.6413130298907068,0.0,0.44132879629692195
SUP_01531,Prime Supply Co,Europe,Argentina,Manufacturer,Low,90.34789108066867,88.69639620172748,3.164466443021201,28677739.767464604,69.6699350045441,111.98288182799922,93.24027155959098,1,0,4.773640243842032,0.08416928026407666,0.4287945249253071,0.47744396184696014,0.0,0.2577948619526148
SUP_01532,Advanced Partners,Europe,India,Raw Material,Medium,81.90639066587033,93.25691534505349,3.836528161805152,39059671.31586672,97.53937043664304,132.4989120358224,88.35428452817098,3,5,6.74908091171945,0.237879016671951,0.23851862733489115,0.6750729160811956,0.625,0.36422177808548684
SUP_01533,Advanced Systems,North America,Poland,Raw Material,Low,67.78135556592035,78.59670717327724,4.118603744153655,18365025.534837924,35.783064697365475,65.3719979967787,98.5114603531228,11,2,7.738007982887883,0.49507919617548446,0.8501779979197703,0.7740081187764709,0.25,0.632886701601419
SUP_01534,Prime Technologies,Europe,South Korea,Distributor,Low,94.3603811696864,88.72389050838459,3.3748225759675536,48895904.58991702,96.0872543653661,122.24110667553902,82.85047313770477,18,1,9.664816590367437,0.011106582447831026,0.4276473959004323,0.9667717771833135,0.125,0.33859120718592484
SUP_01535,Prime Solutions,Middle East,Argentina,Distributor,Critical,65.59026422017578,81.08741938419301,3.896453164216449,21749285.89901056,63.0671592280013,50.11459087872203,63.40668666842225,7,2,8.88641031548605,0.5349763775592064,0.7462594556053586,0.8888977004895956,0.25,0.6406479278032092
SUP_01536,Superior Supply Co,Africa,Saudi Arabia,Manufacturer,Medium,43.20308069511514,80.47348360560048,4.20205175497738,7564905.111122154,73.75649123959296,47.891960567511326,83.89595564748612,9,1,7.945342025661246,0.9426205059086312,0.7718743423459435,0.7947504324874077,0.125,0.7800605915647171
SUP_01537,Elite Enterprises,Europe,China,Raw Material,High,54.42508769982417,75.27662433727164,3.6547533602307984,23325039.07189753,27.956927796175187,130.0763853166496,87.46323712085152,4,2,6.947575167143729,0.7382810337885731,0.9886998902398569,0.6949308711992065,0.25,0.7559085548272276
SUP_01538,Advanced Group,Africa,Argentina,Manufacturer,Medium,63.9838764120622,78.12817736565772,4.561889637900975,33967906.41285087,50.44607531024856,96.24407884601364,68.81284114849713,23,1,5.741555454323672,0.5642267992166053,0.8697261955900144,0.5742770755645351,0.125,0.6139639934765535
SUP_01539,Strategic Solutions,Middle East,UK,Component,Medium,48.629644328036605,82.42243467599269,4.680899163277611,41619677.73619372,81.55033171705381,124.5734068239182,75.76453534050914,24,3,1.2060882335191625,0.8438092016818765,0.6905593861700932,0.12053545811856393,0.375,0.6062985881474914
SUP_01540,Superior Systems,North America,Vietnam,Manufacturer,Low,92.11608194782237,77.80509025418253,3.6472189388681415,22965476.083331816,76.55288120791923,52.15173588091604,83.9401365620672,10,0,1.6555684209839294,0.05197261631171257,0.8832061719268753,0.1655027916569166,0.0,0.31885145643413093
SUP_01541,Dynamic Industries,Asia-Pacific,South Africa,Service Provider,Low,82.17668937997752,98.6606025698625,4.677314308984914,29700660.961155917,23.21115105323281,109.77658468492784,74.96422949266022,18,0,8.202795606708994,0.2329571968466545,0.013063716460746111,0.8205068537323928,0.0,0.2612033644233642
SUP_01542,Superior Industries,Europe,China,Manufacturer,Low,54.755796023527495,82.40718356457482,3.20715313220603,13403868.372334726,63.72754107977957,82.68838869804469,74.99790868954656,23,1,8.033129122072205,0.73225922643603,0.6911956994544117,0.803532914462733,0.125,0.6734689833032821
SUP_01543,Elite Group,Asia-Pacific,Singapore,Service Provider,High,72.49424934348536,78.12777472085588,4.675458197245312,32313530.493955422,27.06225543747276,109.4680501979674,65.32346556691189,16,3,6.144589259733629,0.4092629757559615,0.8697429949057658,0.6145977750314536,0.375,0.5850476437804051
SUP_01544,Alpha Technologies,Middle East,Spain,Service Provider,Medium,79.67970364102646,79.77797550787099,3.305500863335233,49299298.60031967,99.668514334253,55.90395314273839,97.62986892310664,12,3,4.388401327161534,0.27842435326301274,0.8008926236901956,0.43890351592422744,0.375,0.47691823159710933
SUP_01545,Alpha Enterprises,Europe,Vietnam,Service Provider,Medium,91.77034108987388,89.10487748019544,3.165854305019452,2500225.950760303,91.78372708266356,130.2039186385967,90.01977537980386,19,2,0.2603264982360564,0.058268148329638,0.4117516972412889,0.025918643886634635,0.25,0.1770164972815688
SUP_01546,Premier Partners,Africa,Saudi Arabia,Component,Medium,88.48994420464759,76.53704457275492,4.283550808882023,44332207.00172313,21.68645283428296,146.03763907790648,60.04973755464408,24,2,3.271769425285439,0.1180002949581459,0.936112107114623,0.3271923425031223,0.25,0.4184722186182697
SUP_01547,Premier Group,Latin America,France,Manufacturer,High,68.33557243760175,95.69841912338777,3.9438747315105886,28136011.013237763,88.69196631221047,50.48538292510164,90.6245313608866,22,3,4.206396575653178,0.48498756257091735,0.13665317993888682,0.42069521977483876,0.375,0.3566300229650008
SUP_01548,Elite Solutions,Asia-Pacific,Canada,Manufacturer,Low,82.60589408861597,98.07599230169154,4.815781200825666,12642328.045136882,93.5543680446726,57.60859797473736,89.59179970631435,3,3,4.858162861734206,0.2251418868439231,0.03745507192289521,0.4858998556912022,0.375,0.23597324745267825
SUP_01549,Alpha Technologies,Europe,South Africa,Component,Low,70.91796146051718,80.92193809601714,3.726378392181698,47746741.01496244,48.28385780507641,120.70199720084128,60.38923840622092,8,2,9.293245985612092,0.4379653133841418,0.7531637355025631,0.9295987497995633,0.25,0.6120549959643383
SUP_01550,Prime Systems,Asia-Pacific,Australia,Raw Material,Medium,70.3987139525047,85.80228644618063,3.5743045268752573,24193547.437792003,77.56013240382127,126.72740550312022,74.78417190455059,19,1,1.0870939980014285,0.44742019624443585,0.549543789242668,0.10863092121817683,0.125,0.37805739951421014
SUP_01551,Alpha Supply Co,Europe,Argentina,Distributor,High,46.31080770860056,75.53122682470793,4.001469812288397,16617928.071085611,55.36829969662232,128.21744476955377,84.26990761302122,9,1,5.188669197797704,0.886032473379122,0.9780772581878487,0.5189646916167483,0.125,0.7641291051313531
SUP_01552,Premier Technologies,North America,UAE,Manufacturer,Critical,46.93757119088836,90.37704539345332,3.9118923715373226,9115806.532128517,72.41859876610752,124.47223833577144,78.11002607432144,19,1,3.679222969582797,0.8746198518167689,0.3586737725635447,0.36795520578113816,0.125,0.5435411136519986
SUP_01553,Strategic Systems,Africa,Canada,Distributor,Low,69.12434882623516,84.93422539326212,3.688856092434377,12260387.902320271,47.22539234385532,73.74135046669429,91.11944474882029,17,1,9.900981192160517,0.4706248776424121,0.5857613975491844,0.9903983856856384,0.125,0.5745580474588479
SUP_01554,Alpha Systems,Asia-Pacific,South Africa,Component,High,54.78738497384536,81.48140318643733,4.387482597396657,41650809.62749256,45.80473893066147,74.09939302064372,77.01833330537735,13,0,8.618640162829053,0.7316840290199108,0.729821497721149,0.8621091787661845,0.0,0.6840418966775459
SUP_01555,Prime Industries,Latin America,India,Raw Material,High,41.15702963532578,79.96409065479861,4.519123667827817,30739779.965392437,53.954711108606325,49.59308413776675,66.15451877815349,2,3,4.387858542389209,0.9798766752652003,0.7931274492607341,0.4388492141227746,0.375,0.7551587477088553
SUP_01556,Premier Enterprises,Latin America,Singapore,Raw Material,Low,79.75615621451168,90.69655386381024,4.705967938060273,45666618.69344139,31.64542069220009,32.445897481863526,99.05662497095317,4,2,9.996956093547604,0.2770322423418884,0.34534310579639094,1.0,0.25,0.4394158286756727
SUP_01557,Global Systems,Middle East,Sweden,Raw Material,Medium,41.78676281795907,84.98920874477554,4.945713209420686,11636824.185281402,86.4911171548306,126.20104139445849,69.68159971104187,11,3,5.140632464714964,0.9684099789726588,0.5834673590345001,0.5141589541029147,0.375,0.7027359901199964
SUP_01558,Premier Corp,Europe,Vietnam,Component,Medium,72.740226260723,79.31182293671789,3.5333123842650087,6100871.763752629,47.895831628930935,21.308037545154747,88.70769242165329,2,3,1.671177965914007,0.404784027079404,0.8203416373008583,0.16706441691388682,0.375,0.47892898540479645
SUP_01559,Elite Corp,Asia-Pacific,UK,Service Provider,Critical,69.6556586770023,91.53861795568378,4.432186964979923,354072.17223072075,52.01196431246761,169.11365018768677,65.72625246656288,4,2,5.558746918267145,0.4609503537900935,0.31021015363142235,0.5559883664205839,0.25,0.41364086088958096
SUP_01560,Dynamic Group,Middle East,Brazil,Service Provider,Low,93.28480798177924,88.56173479288064,3.7885164709914902,25417708.77891889,91.52436901617156,149.670103142504,73.1605045513573,4,4,2.2620576580364657,0.030691497815573343,0.4344129248560735,0.22617777705235226,0.5,0.23783603199352182
SUP_01561,Innovative Manufacturing,Asia-Pacific,Germany,Distributor,High,66.63172266412029,95.6081293183079,4.354163943902217,49915431.17258031,59.729905125053705,155.06350449251983,77.68110433721695,20,0,6.36312840076252,0.5160126513218856,0.140420289157138,0.6364610800666761,0.0,0.3758233632892309
SUP_01562,Premier Partners,Europe,Norway,Service Provider,Medium,43.49807900077886,77.81942157303583,3.951963380698441,34763515.17749102,63.54031274806904,163.66704255765828,67.68928018108255,1,0,9.374401748839256,0.93724893574027,0.8826082346147479,0.9377178134988537,0.0,0.8272256073803033
SUP_01563,Strategic Enterprises,Latin America,South Africa,Service Provider,High,70.3428382293554,93.85599844666694,4.987546205535863,15454309.868659046,96.51984998216788,76.50586987656702,77.99838305474438,11,3,7.861985768350283,0.44843762706299317,0.21352343022941067,0.7864112248214311,0.375,0.4382143248583067
SUP_01564,Innovative Manufacturing,North America,Brazil,Raw Material,Medium,86.26028938388558,91.16440288361422,4.4578042715815,43849086.22215728,90.93811065159912,153.17262658632018,66.28651291967,23,1,2.731636904190552,0.15859967160202693,0.32582331224168737,0.27315588014428044,0.125,0.22831803834217307
SUP_01565,Advanced Industries,Latin America,South Korea,Raw Material,Medium,94.8267106354792,77.76026248387434,4.9049826008686495,39097027.18609858,33.55733671107516,32.66072755103863,82.3602615594356,2,1,2.9685862496600715,0.0026152745352495677,0.8850764950116607,0.29686099673578187,0.125,0.3384412576647544
SUP_01566,Innovative Supply Co,Middle East,Norway,Distributor,High,63.66887455289898,91.6756975169213,4.669939098962372,819987.5455231358,57.8572023934484,8.787314056441243,86.54853010080777,19,3,0.6928820309031203,0.5699626104303429,0.3044908625296756,0.0691927846691454,0.375,0.3706708598648689
SUP_01567,Strategic Technologies,Africa,USA,Manufacturer,High,57.616430837320834,85.59713493311592,4.805802022326742,40852181.00302407,97.70369819428365,142.35599406617376,62.49737136112043,8,0,2.858678356462774,0.680170450557214,0.5581032069457041,0.2858654845202675,0.0,0.4966722392106504
SUP_01568,Superior Manufacturing,North America,USA,Distributor,High,89.86593133235993,97.67963485334025,4.62883839442935,15061311.524062874,49.78930385828821,18.089413399464377,94.84528484328672,23,5,0.9262479967781724,0.09294519713092575,0.05399206406819923,0.0925394093183706,0.625,0.13438357993650418
SUP_01569,Dynamic Partners,Middle East,Sweden,Distributor,Low,50.51831709918668,78.39867241482958,3.918318260751823,7526189.555950874,49.72584868129601,177.99181678203627,67.40563540168142,20,1,4.994487193256428,0.8094187047856984,0.8584404873937754,0.49953814689048504,0.125,0.6937072575105091
SUP_01570,Global Industries,Europe,Italy,Component,Medium,73.84859032681096,90.42800137957772,3.5035769066937688,11355225.444866875,35.602418543132345,123.08937518027228,69.01449701281295,4,1,7.083470794982576,0.384602028611018,0.35654776548129963,0.7085262736081553,0.125,0.41501039581042815
SUP_01571,Superior Technologies,North America,Singapore,Component,Low,62.31429332995212,84.1675210911107,3.740640350901044,23455561.228538197,29.145849129530017,136.85369929236847,86.45399360332252,16,3,7.511811614991585,0.5946279320545901,0.6177501568753652,0.751378762012767,0.375,0.610951972286999
SUP_01572,Advanced Supply Co,Middle East,Saudi Arabia,Distributor,Medium,42.25953007255554,97.96355209418108,3.040472465279901,21272152.95704715,79.22438326047853,48.01567484862654,78.75004241737656,15,2,0.5952923224817908,0.9598014465417528,0.04214634954654395,0.05942962026084433,0.25,0.4334504075328332
SUP_01573,Innovative Group,Europe,Germany,Distributor,Medium,59.100866086813376,82.91939748696663,4.047986334929334,14479920.603742626,81.60243749612133,122.92644393594544,79.97582396684263,5,4,3.3995589823820205,0.6531406407245853,0.6698248947766068,0.3399767895086553,0.5,0.5801990826245472
